id,year,exam_num,question_order,question,image_filename
4ff55f91-4606-406a-b98c-e62216c27db8,2022,74,193,上部消化管造影写真を別に示す。撮影体位はどれか。,74_PM_image_p19.png
92d89ae3-3f0c-4843-b2c5-717943d40f04,2023,75,16,MRCP 像を別に示す。正しいのはどれか。,75_AM_image_p5.png
f8998bf0-a015-42e8-a896-60085e7c0695,2023,75,17,頸部 MRA 像を別に示す。矢印で示すのはどれか。,75_AM_image_p6.png
1909025e-009a-43b5-b1a9-985d1f660ae7,2023,75,19,胆囊の超音波像を別に示す。考えられる疾患はどれか。,75_AM_image_p7.png
f2f9cafa-5971-44dd-8474-d3d42eddccc5,2023,75,22,健常成人の右肋弓下走査の超音波像を別に示す。矢印で示すのはどれか。,75_AM_image_p8.png
9227e415-20f5-4bc6-89fd-b26341b1950d,2023,75,84,KUB の画像を別に示す。行われた処置はどれか。,75_AM_image_p9.png
06a35eb9-f9ad-4917-8bcb-75afee8e17a0,2023,75,86,胸部 X 線写真を別に示す。矢印で示す部位と名称の組合せで正しいのはどれか。,75_AM_image_p10.png
698106a9-a4a8-40ca-be55-5f16ac6920d6,2023,75,87,X 線撮影の体位を別に示す。第 1 斜位はどれか。,75_AM_image_p11.png
7ea04d6d-2e81-4ece-b232-e2a368ad9fcc,2023,75,88,頸部の単純 CT 像を別に示す。矢印で示すのはどれか。,75_AM_image_p12.png
67751e73-0d4d-4f2c-8d5d-8a870fc968c9,2023,75,114,X 線 CT 像を別に示す。左の正常画像に対して右の画像のアーチファクトで正しいのはどれか。,75_PM_image_p5.png
466b2f77-c9fa-48ba-975e-7ef6b19002c8,2023,75,115,頭部 MR 像を別に示す。撮影法で正しいのはどれか。,75_PM_image_p6.png
dab624ee-ecca-4fc4-948c-b5d69b466cf0,2023,75,116,頭部 MRA 像を別に示す。矢印で示すのはどれか。,75_PM_image_p7.png
4171f589-24ae-4549-b808-0149f4822d37,2023,75,117,女性骨盤 MRI の T2 強調矢状断像を別に示す。矢印で示すのはどれか。,75_PM_image_p8.png
8ae320f4-ea6b-4a4c-ab86-45850a8fe460,2023,75,119,腎臓の超音波像を別に示す。矢印で示すアーチファクトはどれか。,75_PM_image_p9.png
c4b586ad-0b37-4705-b1f4-2e221f02c77a,2023,75,121,健常成人の胸部 MR 像を別に示す。矢印で示すのはどれか。,75_PM_image_p10.png
d51e917c-637e-4bda-a530-79c5771ca72c,2023,75,122,MR 像を別に示す。この画像で認められるアーチファクトはどれか。,75_PM_image_p11.png
9eda49e1-2be4-416f-974c-6eaf460a2429,2023,75,137,肺癌に対しアイソセンタに処方線量 60 Gy を前後対向 2 門で照射したときの線量分布図を別に示す。矢印で示す点の線量に最も近いのはどれか。,75_PM_image_p12.png
88e2cb0d-6e8a-484b-8d31-ebfc5fe0f2d0,2023,75,139,直交 2 門照射図を別に示す。ターゲットに均一な線量を投与するためのウェッジの正しい組合せはどれか。,75_PM_image_p13.png
df3e78d3-288a-4750-bd47-8bf3ad709837,2023,75,184,腹部の造影画像を別に示す。検査法で正しいのはどれか。,75_PM_image_p14.png
2b764d25-7188-4c84-ba99-86ab2f0fdcbc,2023,75,185,手の X 線写真を別に示す。矢印で示す骨はどれか。,75_PM_image_p15.png
a66fa600-704b-4b63-b3f8-b37269dff858,2023,75,186,胸部単純 CT 像を別に示す。カテーテルが挿入されている部位はどれか。,75_PM_image_p16.png
3e865141-d3da-4c58-85a3-dc260212c9de,2023,75,187,Guthmann 法における骨盤計測線の図を別に示す。正しい組合せはどれか。,75_PM_image_p17.png
eb714d37-0c21-4a74-ab41-e11ce60448be,2023,75,188,足部の X 線写真を別に示す。矢印で示すのはどれか。,75_PM_image_p18.png
83b9da8e-75c3-40ab-b2cb-95ca08324654,2023,75,189,腹部の血管造影写真を別に示す。矢印で示すのはどれか。,75_PM_image_p19.png
1be22521-692a-47e3-bc27-a1b8d5eb9b8a,2023,75,193,腹部 CT 像を別に示す。正しい組合せはどれか。,75_PM_image_p20.png
9737774b-0177-4b40-9ad8-e49860d0fbfe,2023,75,194,解像力チャートの像を別に示す。空間周波数に最も近いのはどれか。,75_PM_image_p21.png
d06c56a4-fe3f-4fb0-aff9-70ccce813495,2024,76,20,心臓 MRI 四腔像を別に示す。矢印で示す構造と直接交通している血管はどれか。,76_AM_image_p5.png
b3c71081-823f-41a0-b404-98168aa5ad69,2024,76,21,腹部 MRI の T2 強調像を別に示す。多房性の腫瘤が存在する臓器はどれか。,76_AM_image_p6.png
7086ad09-3b78-4de1-a447-8cac30a8a548,2024,76,22,腹部 MRI の T2 強調像を別に示す。矢印で示すのはどれか。,76_AM_image_p7.png
719a1507-120d-489a-821d-6f2a00c0939a,2024,76,23,頸部超音波像を別に示す。総頸動脈はどれか。,76_AM_image_p8.png
c15f3934-5507-4b4c-aef3-237ec5075367,2024,76,41,日本における,76_AM_image_p9.png
7bac7673-0816-4947-ad9a-c44f0a4b3721,2024,76,84,乳房 X 線写真を別に示す。この撮影法で正しいのはどれか。2 つ選べ。,76_AM_image_p10.png
339f53f7-3dd8-4570-9667-f4fbf367b86f,2024,76,85,腹部造影 CT 像を別に示す。考えられるのはどれか。,76_AM_image_p11.png
44f41189-ba22-4f85-9d6c-02dacab98ffc,2024,76,87,X 線撮影体位を別に示す。撮影法で正しいのはどれか。,76_AM_image_p12.png
23310a40-6d75-4171-97de-1dff7634aeb9,2024,76,88,腹部造影 CT の MIP 像を別に示す。矢印で示すのはどれか。,76_AM_image_p13.png
8bc3bbd0-a81c-4ca7-a1c8-3bc2500641ca,2024,76,120,肝臓の超音波像を別に示す。矢印で示すアーチファクトはどれか。,76_PM_image_p5.png
993701e0-7fa7-4e95-993b-097bd237cec5,2024,76,121,肩関節の MR 像を別に示す。矢印で示す構造はどれか。,76_PM_image_p6.png
bae6fd39-1599-43d1-a3c9-10770645182c,2024,76,122,頸部 MR 像を別に示す。正しい組合せはどれか。2 つ選べ。,76_PM_image_p7.png
cd8fb79c-ffd1-4371-80ef-9d17db806568,2024,76,123,頭部 MRI の T2 強調像を別に示す。矢印で示すのはどれか。,76_PM_image_p8.png
3aaf9115-f6e0-4369-b7a2-63807325fbbc,2024,76,124,上腹部右肋間走査の超音波像を別に示す。矢印で示すのはどれか。,76_PM_image_p9.png
1a89b6aa-6ad6-49e1-80ab-4d52fe1858cf,2024,76,185,上部消化管造影写真を別に示す。正しいのはどれか。,76_PM_image_p10.png
0e2a0d1b-d807-44be-aa88-46f2ec8aa80b,2024,76,187,頭部撮影基準線を別に示す。正しい組合せはどれか。,76_PM_image_p11.png
3d1aae0f-533c-4d99-a804-6b26134bf3fa,2024,76,190,頭部単純 CT 像を別に示す。確認できるのはどれか。,76_PM_image_p12.png
d9d4eaf5-7cec-4ae6-9246-6326042bfcf7,2024,76,192,胸部 X 線写真を別に示す。正しい組合せはどれか。,76_PM_image_p13.png
ac65d709-7227-4fd7-8c31-1177ecdff361,2024,76,193,右肘関節の正面 X 線写真を別に示す。正しい組合せはどれか。,76_PM_image_p14.png
d06392c8-be7e-4a4c-82a8-5367dd8a0381,2025,77,5,乳房の MR 像を示す。この画像で正しいのはどれか。,77_AM_image_p5.png
ca7c0127-e341-4bcd-8ddf-60e03301c1c4,2025,77,6,膝関節 MR 像を別に示す。正しい組合せはどれか。,77_AM_image_p6.png
78ccc4d8-81fb-465f-9e85-d4129b2202f5,2025,77,7,乳房超音波像を別に示す。乳腺組織はどれか。,77_AM_image_p7.png
23623717-066f-4ff3-a4b9-abc15602bda2,2025,77,8,急性期脳梗塞の頭部 MRI の FLAIR 像及び拡散強調像を別に示す。病変の部位はどれか。,77_AM_image_p8.png
a6dca6e6-70fd-4920-a163-ea411f71d81d,2025,77,9,MRCP 像を別に示す。結石が存在するのはどれか。,77_AM_image_p9.png
c434496f-386f-41bb-89a9-16b82eb15e02,2025,77,10,同一腫瘤の腹部超音波像と MR 像を別に示す。矢印の腫瘤の画像所見から判別できる成分はどれか。,77_AM_image_p10_11.png
0d151894-a001-4e53-813e-bb1067725fb5,2025,77,85,頭部 X 線写真を別に示す。撮影方法で正しいのはどれか。,77_AM_image_p12.png
d3a8679a-df82-4dca-a194-ab8edd407784,2025,77,89,骨塩定量用のファントム写真を別に示す。これを使用する測定法はどれか。,77_AM_image_p13.png
9d4f6594-3fce-4a58-b088-096648863b80,2025,77,90,頸椎の X 線写真を別に示す。矢印で示すのはどれか。,77_AM_image_p14.png
3f77dfca-c1de-4727-8db7-82c1ae7504f5,2025,77,91,頭部の血管造影写真を別に示す。矢印で示すのはどれか。,77_AM_image_p15.png
f1f01f28-2157-4db6-8e0b-26f7c5ea6f73,2025,77,92,頸部の造影 CT 像を別に示す。矢印で示すのはどれか。,77_AM_image_p16.png
29dd9e35-3365-4ec1-b862-2e04c9a966e5,2025,77,105,MR 像を別に示す。矢印で示すアーチファクトの原因はどれか。,77_PM_image_p5.png
69c5dff7-430b-43f5-85b9-934b5e812bb8,2025,77,106,右季肋部縦走査の超音波像を別に示す。矢印で示すアーチファクトはどれか。,77_PM_image_p6.png
2a8298f1-39c9-42c2-9e3a-9c55e3401909,2025,77,108,頭部 MRA の MIP 像及び 3D 再構成像を別に示す。矢印で示す動脈瘤の部位はどれか。,77_PM_image_p8_9.png
c9b52d73-8d0d-4edb-9732-14610886f914,2025,77,109,胸部 MR 像を別に示す。矢印で示す血管と直接交通しているのはどれか。,77_PM_image_p10.png
481af4ad-49c6-468e-a3d6-fff9b9d27694,2025,77,110,腹部 MRI の T1 強調像を別に示す。矢印で示すのはどれか。,77_PM_image_p11.png
ca077a7e-d862-4232-9fbf-d729b5c5e3de,2025,77,116,正常の脳核医学画像を別に示す。使用した放射性医薬品はどれか。,77_PM_image_p12.png
2660e9ec-3c62-4392-afd8-b4baf378f62e,2025,77,183,X 線撮影における基準点・線を別に示す。正しい組合せはどれか。,77_PM_image_p13.png
6fde0fc3-8796-4919-aefc-1c278893ee8d,2025,77,186,X 線撮影体位を別に示す。撮影法で正しいのはどれか。,77_PM_image_p14.png
fab9e8b5-9e06-427e-ab5a-08e9acae8a40,2025,77,191,足部の X 線写真を別に示す。破線で示すのはどれか。,77_PM_image_p15.png
e3bbf6c2-9476-4d33-9679-37fcfc2dc0ad,2025,77,192,骨盤部の CT 像を別に示す。矢印で示すのはどれか。,77_PM_image_p16.png
d1f35a86-d27b-4c6c-8f5c-ac17fb13029f,2025,77,1,JIS 規格診断用 MR 装置用ファントムの構成部品を図に示す。z に直交する面（xy 面）の撮影で点検する項目はどれか。,77_am_1.png
,2025,77,94,,77_am_94.png
,2025,77,129,,77_pm_29.png
,2025,77,132,,77_pm_32.png
,2025,77,171,,77_pm_71.png
,2025,77,172,,77_pm_72.png
,2024,76,6,,76_am_6.png
,2024,76,72,,76_am_72.png
,2024,76,75,,76_am_75.png
,2024,76,76,,76_am_76.png
,2024,76,77,,76_am_77.png
,2024,76,80,,76_am_80.png
,2024,76,81,,76_am_81.png
,2024,76,94,,76_am_94.png
,2024,76,110,,76_pm_10.png
,2024,76,145,,76_pm_45.png
,2024,76,147,,76_pm_47.png
,2024,76,148,,76_pm_48.png
,2024,76,176,,76_pm_76.png
,2024,76,177,,76_pm_77.png
,2024,76,195,,76_pm_95.png
,2023,75,5,,75_am_5.png
,2023,75,40,,75_am_40.png
,2023,75,45,,75_am_45.png
,2023,75,71,,75_am_71.png
,2023,75,75,,75_am_75.png
,2023,75,76,,75_am_76.png
,2023,75,77,,75_am_77.png
,2023,75,94,,75_am_94.png
,2023,75,146,,75_pm_46.png
,2023,75,171,,75_pm_71.png
,2023,75,176,,75_pm_76.png
,2023,75,178,,75_pm_78.png
,2023,75,195,,75_pm_95.png
,2022,74,9,,74_am_9.png
,2022,74,47,,74_am_47.png
,2022,74,75,,74_am_75.png
,2022,74,76,,74_am_76.png
,2022,74,95,,74_am_95.png
,2022,74,143,,74_pm_43.png
,2022,74,145,,74_pm_45.png
,2022,74,172,,74_pm_72.png
,2022,74,175,,74_pm_75.png
,2022,74,176,,74_pm_76.png
,2022,74,177,,74_pm_77.png
,2022,74,178,,74_pm_78.png
,2021,73,39,,73_am_39.png
,2021,73,75,,73_am_75.png
,2021,73,76,,"73_am_76a.png,73_am_76b.png"
,2021,73,77,,73_am_77.png
,2021,73,78,,73_am_78.png
,2021,73,93,,73_am_93.png
,2021,73,94,,"73_am_94a.png,73_am_94b.png"
,2021,73,95,,73_am_95.png
,2021,73,175,,73_pm_75.png
,2021,73,178,,73_pm_78.png
,2021,73,194,,73_pm_94.png
,2021,73,195,,73_pm_95.png
,2026,78,4,,78_am_4.png
,2026,78,6,,78_am_6.png
,2026,78,7,,78_am_7.png
,2026,78,9,,78_am_9.png
,2026,78,10,,78_am_10.png
,2026,78,26,,78_am_26.png
,2026,78,28,,78_am_28.png
,2026,78,29,,78_am_29.png
,2026,78,32,,78_am_32.png
,2026,78,56,,"78_am_56a.png,78_am_56b.png"
,2026,78,65,,78_am_65.png
,2026,78,66,,78_am_66.png
,2026,78,67,,78_am_67.png
,2026,78,72,,78_am_72.png
,2026,78,88,,78_am_88.png
,2026,78,90,,78_am_90.png
,2026,78,91,,78_am_91.png
,2026,78,92,,78_am_92.png
,2026,78,95,,78_am_95.png
,2026,78,101,,78_pm_1.png
,2026,78,104,,78_pm_4.png
,2026,78,105,,78_pm_5.png
,2026,78,107,,78_pm_7.png
,2026,78,108,,78_pm_8.png
,2026,78,109,,78_pm_9.png
,2026,78,110,,78_pm_10.png
,2026,78,119,,78_pm_19.png
,2026,78,129,,78_pm_29.png
,2026,78,162,,78_pm_62.png
,2026,78,165,,78_pm_65.png
,2026,78,172,,78_pm_72.png
,2026,78,190,,78_pm_90.png
,2026,78,191,,78_pm_91.png
,2026,78,192,,78_pm_92.png
